,left,top
1498,278079,5023869
1499,278079,5023369
1500,278079,5022869
1501,278079,5022369
1502,278079,5021869
1503,278079,5021369
1504,278579,5040869
1505,278579,5040369
1506,278579,5039869
1507,278579,5039369
1508,278579,5038869
1509,278579,5038369
1510,278579,5037869
1511,278579,5037369
1512,278579,5036869
1513,278579,5036369
1514,278579,5035869
1515,278579,5035369
1516,278579,5034869
1517,278579,5034369
1518,278579,5033869
1519,278579,5033369
1520,278579,5032869
1521,278579,5032369
1522,278579,5031869
1523,278579,5031369
1524,278579,5030869
1525,278579,5030369
1526,278579,5029869
1527,278579,5029369
1528,278579,5028869
1529,278579,5028369
1530,278579,5027869
1531,278579,5027369
1532,278579,5026869
1533,278579,5026369
1534,278579,5025869
1535,278579,5025369
1536,278579,5024869
1537,278579,5024369
1538,278579,5023869
1539,278579,5023369
1540,278579,5022869
1541,278579,5022369
1542,278579,5021869
1543,279079,5040369
1544,279079,5039869
1545,279079,5039369
1546,279079,5038869
1547,279079,5038369
1548,279079,5037869
1549,279079,5037369
1550,279079,5036869
1551,279079,5036369
1552,279079,5035869
1553,279079,5035369
1554,279079,5034869
1555,279079,5034369
1556,279079,5033869
1557,279079,5033369
1558,279079,5032869
1559,279079,5032369
1560,279079,5031869
1561,279079,5031369
1562,279079,5030869
1563,279079,5030369
1564,279079,5029869
1565,279079,5029369
1566,279079,5028869
1567,279079,5028369
1568,279079,5027869
1569,279079,5027369
1570,279079,5026869
1571,279079,5026369
1572,279079,5025869
1573,279079,5025369
1574,279079,5024869
1575,279079,5024369
1576,279079,5023869
1577,279079,5023369
1578,279079,5022869
1579,279079,5022369
1580,279579,5039869
1581,279579,5039369
1582,279579,5038869
1583,279579,5038369
1584,279579,5037869
1585,279579,5037369
1586,279579,5036869
1587,279579,5036369
1588,279579,5035869
1589,279579,5035369
1590,279579,5034869
1591,279579,5034369
1592,279579,5033869
1593,279579,5033369
1594,279579,5032869
1595,279579,5032369
1596,279579,5031869
1597,279579,5031369
1598,279579,5030869
1599,279579,5030369
1600,279579,5029869
1601,279579,5029369
1602,279579,5028869
1603,279579,5028369
1604,279579,5027869
1605,279579,5027369
1606,279579,5026869
1607,279579,5026369
1608,279579,5025869
1609,279579,5025369
1610,279579,5024869
1611,279579,5024369
1612,279579,5023869
1613,279579,5023369
1614,279579,5022869
1615,280079,5039369
1616,280079,5038869
1617,280079,5038369
1618,280079,5037869
1619,280079,5037369
1620,280079,5036869
1621,280079,5036369
1622,280079,5035869
1623,280079,5035369
1624,280079,5034869
1625,280079,5034369
1626,280079,5033869
1627,280079,5033369
1628,280079,5032869
1629,280079,5032369
1630,280079,5031869
1631,280079,5031369
1632,280079,5030869
1633,280079,5030369
1634,280079,5029869
1635,280079,5029369
1636,280079,5028869
1637,280079,5028369
1638,280079,5027869
1639,280079,5027369
1640,280079,5026869
1641,280079,5026369
1642,280079,5025869
1643,280079,5025369
1644,280079,5024869
1645,280079,5024369
1646,280079,5023869
1647,280079,5023369
1648,280579,5038869
1649,280579,5038369
1650,280579,5037869
1651,280579,5037369
1652,280579,5036869
1653,280579,5036369
1654,280579,5035869
1655,280579,5035369
1656,280579,5034869
1657,280579,5034369
1658,280579,5033869
1659,280579,5033369
1660,280579,5032869
1661,280579,5032369
1662,280579,5031869
1663,280579,5031369
1664,280579,5030869
1665,280579,5030369
1666,280579,5029869
1667,280579,5029369
1668,280579,5028869
1669,280579,5028369
1670,280579,5027869
1671,280579,5027369
1672,280579,5026869
1673,280579,5026369
1674,280579,5025869
1675,280579,5025369
1676,280579,5024869
1677,280579,5024369
1678,280579,5023869
1679,281079,5038369
1680,281079,5037869
1681,281079,5037369
1682,281079,5036869
1683,281079,5036369
1684,281079,5035869
1685,281079,5035369
1686,281079,5034869
1687,281079,5034369
1688,281079,5033869
1689,281079,5033369
1690,281079,5032869
1691,281079,5032369
1692,281079,5031869
1693,281079,5031369
1694,281079,5030869
1695,281079,5030369
1696,281079,5029869
1697,281079,5029369
1698,281079,5028869
1699,281079,5028369
1700,281079,5027869
1701,281079,5027369
1702,281079,5026869
1703,281079,5026369
1704,281079,5025869
1705,281079,5025369
1706,281079,5024869
1707,281079,5024369
1708,281579,5037869
1709,281579,5037369
1710,281579,5036869
1711,281579,5036369
1712,281579,5035869
1713,281579,5035369
1714,281579,5034869
1715,281579,5034369
1716,281579,5033869
1717,281579,5033369
1718,281579,5032869
1719,281579,5032369
1720,281579,5031869
1721,281579,5031369
1722,281579,5030869
1723,281579,5030369
1724,281579,5029869
1725,281579,5029369
1726,281579,5028869
1727,281579,5028369
1728,281579,5027869
1729,281579,5027369
1730,281579,5026869
1731,281579,5026369
1732,281579,5025869
1733,281579,5025369
1734,281579,5024869
1735,282079,5036869
1736,282079,5036369
1737,282079,5035869
1738,282079,5035369
1739,282079,5034869
1740,282079,5034369
1741,282079,5033869
1742,282079,5033369
1743,282079,5032869
1744,282079,5032369
1745,282079,5031869
1746,282079,5031369
1747,282079,5030869
1748,282079,5030369
1749,282079,5029869
1750,282079,5029369
1751,282079,5028869
1752,282079,5028369
1753,282079,5027869
1754,282079,5027369
1755,282079,5026869
1756,282079,5026369
1757,282079,5025869
1758,282579,5035869
1759,282579,5035369
1760,282579,5034869
1761,282579,5034369
1762,282579,5033869
1763,282579,5033369
1764,282579,5032869
1765,282579,5032369
1766,282579,5031869
1767,282579,5031369
1768,282579,5030869
1769,282579,5030369
1770,282579,5029869
1771,282579,5029369
1772,282579,5028869
1773,282579,5028369
1774,282579,5027869
1775,282579,5027369
1776,282579,5026869
1777,283079,5034369
1778,283079,5033869
1779,283079,5033369
1780,283079,5032869
1781,283079,5032369
1782,283079,5031869
1783,283079,5031369
1784,283079,5030869
1785,283079,5030369
1786,283079,5029869
1787,283079,5029369
1788,283079,5028869
1789,283079,5028369
